"id";"ssflag";"pagenumberinocrdocument";"authorfirstname";"authorlastname";"title";"firsteditionpublisher";"firsteditionpublicationplace";"firsteditionpublicationyear";"secondeditionpublisher";"secondeditionpublicationplace";"secondeditionpublicationyear";"additionalinfos";"ocrresult"
"70655";"2";"10";"Ciaire";"Bergmann";"Was wird aus deinen Kindern, Pitt?";"Sieben-Stäbe-Verl.";"Berlin";"1932";"";"";"";"";"Bergmann, Ciaire: Was wird aus deinen Kindern, Pitt? Berlin: Sieben-Stäbe-Verl. 1932."
"70656";"1";"10";"L.";"Beria";"Zur Geschichte der bolschewistischen Organisationen in Transkaukasien";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";"";"";"";"";"Beria, L.: Zur Geschichte der bolschewistischen Organisationen in Transkaukasien. Moskau: Verlagsgen. ausländ. Arbeiter 1936."
"70657";"2";"10";"Paul";"Berkenkopf";"Sibirien als Zukunftsland der Industrie";"Enke";"Stuttgart";"1935";"";"";"";"";"Berkenkopf, Paul: Sibirien als Zukunftsland der Industrie. Stuttgart: Enke 1935."
"70658";"2";"10";"Alexander";"Berkman";"Die Tat. Gefängniserinnerungen eines Anarchisten";"Der Syndikalist";"Berlin";"1927";"";"";"";"";"Berkman, Alexander: Die Tat. Gefängniserinnerungen eines Anarchisten. Berlin: Der Syndikalist 1927."
"70659";"2";"10";"Richard Arnold";"Bermann";"Sämtliche Schriften";"";"";"";"";"";"";"";"Bermann, Richard Arnold: Sämtliche Schriften."
"70660";"1";"10";"Louis";"Bernar";"Auf zum Kampf gegen die Kriegs-Hetzer!";"Mopr-Verl.";"Zürich-Paris";"1934";"";"";"";"";"Bernar, Louis: Auf zum Kampf gegen die Kriegs-Hetzer! Zürich-Paris: Mopr-Verl. 1934."
"70661";"2";"10";"";"Bernard, B., und A. Sterling";"Briefe an Eheleute. Über die eheliche Wonne und Liebe";"Verl. d. Schönheit";"Dresden";"1927";"";"";"";"";"Bernard, B., und A. Sterling: Briefe an Eheleute. Über die eheliche Wonne und Liebe. Dresden: Verl. d. Schönheit 1927."
"70662";"2";"10";"Ernst";"Berner";"Das Rote Einmaleins oder so leben wir";"Wiener Volksbuchh.";"Wien";"1899";"";"";"";"";"Berner, Ernst: Das Rote Einmaleins oder so leben wir. Wien: Wiener Volksbuchh. 1899."
"70663";"2";"10";"Siegfried";"Bernfeld";"Vom Gemeinschaftsleben der Jugend";"Internat. psychoanalyt. Verl.";"Wien";"1922";"";"";"";"";"Bernfeld, Siegfried: Vom Gemeinschaftsleben der Jugend. Wien: Internat. psychoanalyt. Verl. 1922."
"70664";"2";"10";"Siegfried";"Bernfeld";"Die heutige Psychologie der Pubertät";"Internat. psychoanalyt. Verl.";"Wien";"1927";"";"";"";"";"Bernfeld, Siegfried: Die heutige Psychologie der Pubertät. Wien: Internat. psychoanalyt. Verl. 1927."
"70665";"2";"10";"Siegfried";"Bernfeld";"Sisyphos";"Internat. psychoanalyt. Verl.";"Wien";"1925";"";"";"";"";"Bernfeld, Siegfried: Sisyphos. Wien: Internat. psychoanalyt. Verl. 1925."
"70666";"2";"10";"";"Bernfeld, Siegfried, u. Sergei Feitelberg";"Energie u. Trieb";"Internat. psychoanalyt. Verl.";"Wien";"1930";"";"";"";"";"Bernfeld, Siegfried, u. Sergei Feitelberg: Energie u. Trieb. Wien: Internat. psychoanalyt. Verl. 1930."
"70667";"2";"10";"Georg";"Bernhard";"Sämtliche Schriften";"";"";"";"";"";"";"";"Bernhard, Georg: Sämtliche Schriften."
"70668";"2";"10";"Oskar Ernst";"Bernhardt";"Sämtliche Schriften";"";"";"";"";"";"";"";"Bernhardt, Oskar Ernst: Sämtliche Schriften."
"70669";"2";"10";"Paul Daniel";"Bernoulli";"Volkstum, Weltbürgertum, Freimaurerei";"Reinhardt";"München";"1920";"";"";"";"";"Bernoulli, Paul Daniel: Volkstum, Weltbürgertum, Freimaurerei. München: Reinhardt 1920."
"70670";"2";"10";"Alfred";"Bernstein";"Sämtliche Schriften";"";"";"";"";"";"";"";"Bernstein, Alfred: Sämtliche Schriften."
"70671";"2";"12";"";"";"Bilderlexikon der Erotik. Hrsg. vom Institut f. Sexualforschung in Wien";"Verl. f. Kulturforschung";"Wien";"1928";"";"";"";"";"Bilderlexikon der Erotik. Hrsg. vom Institut f. Sexualforschung in Wien. Wien: Verl. f. Kulturforschung 1928."
"70672";"1";"12";"";"";"Bildungsmappe des schweizerischen katholischen Jungmannschaftsverbandes";"Rex-Verlag";"Luzern";"1938";"";"";"";"";"Bildungsmappe des schweizerischen katholischen Jungmannschaftsverbandes. Luzern: Rex-Verlag 1938."
"70673";"1";"12";"Karl";"Billinger";"All quiet in Germany";"Gollancz";"London";"1935";"";"";"";"";"Billinger, Karl: All quiet in Germany. London: Gollancz 1935."
"70674";"1";"12";"Karl";"Billinger";"Schutzhäftling Nr 880";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1935";"Ed. du Carrefour";"Paris";"1935";"";"Billinger, Karl: Schutzhäftling Nr 880. Moskau: Verlagsgen. ausländ. Arbeiter 1935. — Paris: Ed. du Carrefour 1935."
"70675";"2";"12";"R.";"Billung";"NSDAP. Die Geschichte einer Bewegung";"Funk";"München";"1931";"";"";"";"";"Billung, R.: NSDAP. Die Geschichte einer Bewegung. München: Funk 1931."
"70676";"2";"12";"R.";"Billung";"Rund um Hitler";"Funk";"München";"1931";"";"";"";"";"Billung, R.: Rund um Hitler. München: Funk 1931."
"70677";"2";"12";"Fritz";"Binde";"Was will Gott?";"Koezle";"Chemnitz";"1916";"";"";"";"";"Binde, Fritz: Was will Gott? Chemnitz: Koezle 1916."
"70678";"2";"12";"Ernst";"Bindel";"Die Grundlagen der Mathematik im Lichte der Anthroposophie";"Waldorf-Verl.";"Stuttgart";"1928";"";"";"";"";"Bindel, Ernst: Die Grundlagen der Mathematik im Lichte der Anthroposophie. Stuttgart: Waldorf-Verl. 1928."
"70679";"2";"12";"Heinrich";"Binder";"Was wir als Kriegsberichterstatter nicht sagen durften!";"Hochschul-Verl.";"München";"1919";"";"";"";"";"Binder, Heinrich: Was wir als Kriegsberichterstatter nicht sagen durften! München: Hochschul-Verl. 1919."
"70680";"2";"12";"Guenther";"Birkenfeld";"Dritter Hof links";"Cassirer";"Berlin";"1929";"";"";"";"";"Birkenfeld, Guenther: Dritter Hof links. Berlin: Cassirer 1929."
"70681";"2";"12";"Guenther";"Birkenfeld";"Liebesferne";"Cassirer";"Berlin";"1930";"";"";"";"";"Birkenfeld, Guenther: Liebesferne. Berlin: Cassirer 1930."
"70682";"2";"12";"Johannes R.";"Birlinger";"Die Herrin des Mannes";"Hagenberg-Verl.";"Wien";"1933";"";"";"";"";"Birlinger, Johannes R.: Die Herrin des Mannes. Wien: Hagenberg-Verl. 1933."
"70683";"2";"12";"Johannes R.";"Birlinger";"Das grausame Weib";"Verl. f. Kulturforschung";"Wien";"1928";"";"";"";"";"Birlinger, Johannes R.: Das grausame Weib. Wien: Verl. f. Kulturforschung 1928."
"70684";"2";"12";"Dietrich";"Bischoff";"Sozialismus als Religion";"Reinhardt";"München";"1919";"";"";"";"";"Bischoff, Dietrich: Sozialismus als Religion. München: Reinhardt 1919."
"70685";"1";"0";"Robert";"Blache";"Der Zusammenstoss zweier Welten in Spanien";"Mopr-Verl.";"Zürich-Paris";"1935";"";"";"";"";"+ Blache, Robert: Der Zusammenstoss zweier Welten in Spanien ... Zürich-Paris: Mopr-Verl. 1935."
"70686";"1";"12";"Stella";"Blagojewa";"Dimitroff";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1934";"";"";"";"";"Blagojewa, Stella: Dimitroff. Moskau: Verlagsgen. ausländ. Arbeiter 1934."
"70687";"2";"12";"Herbert";"Blank";"Sämtliche Schriften";"";"";"";"";"";"";"";"Blank, Herbert: Sämtliche Schriften."
"70688";"2";"12";"Matthias";"Blank";"Eine moderne Pythia";"Vogel & Vogel";"Leipzig";"1920";"";"";"";"";"Blank, Matthias: Eine moderne Pythia. Leipzig: Vogel & Vogel 1920."
"70689";"2";"12";"Alfred";"Blaschko";"Die Prostitution im 19. Jahrhundert";"Verl. d. Sozialist. Monatshefte";"Berlin";"1902";"";"";"";"";"Blaschko, Alfred: Die Prostitution im 19. Jahrhundert. Berlin: Verl. d. Sozialist. Monatshefte 1902."
"70690";"2";"12";"";"";"Blaubuch, Das ~ der Welt-Freimaurerei";"Saturn-Verl.";"Wien";"1933";"";"";"";"";"Blaubuch, Das ~ der Welt-Freimaurerei. Wien: Saturn-Verl. 1933."
"70691";"2";"12";"Franz";"Blei";"Sämtliche Schriften";"";"";"";"";"";"";"";"Blei, Franz: Sämtliche Schriften."
"70692";"2";"12";"";"";"Blick in das neue Preussen";"Voco-Verl.";"Berlin";"1932";"";"";"";"";"Blick in das neue Preussen. Berlin: Voco-Verl. 1932."
"70693";"1";"12";"Camille";"Bloch";"Die Ursachen des Weltkrieges";"Rascher";"Zürich";"1935";"";"";"";"";"Bloch, Camille: Die Ursachen des Weltkrieges. Zürich: Rascher 1935."
"70694";"2";"12";"Chajim";"Bloch";"Das geliebte Land";"Löwit";"Wien";"1937";"";"";"";"";"Bloch, Chajim: Das geliebte Land. Wien: Löwit 1937."
"70695";"2";"12";"Chajim";"Bloch";"Priester der Liebe";"Amalthea-Verl.";"Wien";"1930";"";"";"";"";"Bloch, Chajim: Priester der Liebe. Wien: Amalthea-Verl. 1930."
"70696";"2";"12";"Chajim";"Bloch";"Das jüdische Volk in seiner Anekdote";"Verl. f. Kulturpolitik";"Berlin";"1931";"";"";"";"";"Bloch, Chajim: Das jüdische Volk in seiner Anekdote. Berlin: Verl. f. Kulturpolitik 1931."
"70697";"2";"12";"Ernst";"Bloch";"Sämtliche Schriften";"";"";"";"";"";"";"";"Bloch, Ernst: Sämtliche Schriften."
"70698";"2";"12";"Iwan";"Bloch";"Das Sexualleben unserer Zeit";"Marcus";"Berlin";"1919";"";"";"";"";"Bloch, Iwan: Das Sexualleben unserer Zeit. Berlin: Marcus 1919."
"70699";"2";"12";"";"Bloch, Iwan, u. Georg Löwenstein";"Die Prostitution";"Marcus";"Berlin";"1925";"";"";"";"";"Bloch, Iwan, u. Georg Löwenstein: Die Prostitution. Berlin: Marcus 1925."
"70700";"2";"12";"Walter";"Bloem";"Brüderlichkeit";"Fikentscher";"Leipzig";"1927";"";"";"";"";"Bloem, Walter: Brüderlichkeit. Leipzig: Fikentscher 1927."
"70701";"1";"12";"Georges";"Blondel";"Le triomphe du germanisme";"Rivière";"Paris";"1934";"";"";"";"";"Blondel, Georges: Le triomphe du germanisme. Paris: Rivière 1934."
"70702";"1";"14";"";"Boguszewska, Helena, u. Jerzy Kornacki";"Deutsches Heim. Powieść";"Nasza Ksieg.";"Warschau";"1937";"";"";"";"";"Boguszewska, Helena, u. Jerzy Kornacki: Deutsches Heim. Powieść. Warschau: Nasza Ksieg. 1937."
"70703";"2";"14";"Sinaida";"Bojarskaja";"Clara Zetkin";"Verl. d. Jugendinternationale";"Berlin";"1927";"";"";"";"";"Bojarskaja, Sinaida: Clara Zetkin. Berlin: Verl. d. Jugendinternationale 1927."
"70704";"2";"14";"Hector";"Bolitho";"Alfred Mond, first Lord Melchett";"Nath";"Wien";"1935";"";"";"";"";"Bolitho, Hector: Alfred Mond, first Lord Melchett. Wien: Nath 1935."
"70705";"2";"14";"Johannes";"Bolte";"Forschungen und Entdeckungen mit dem siderischen Pendel";"Gebauer";"Leipzig";"1937";"";"";"";"";"Bolte, Johannes: Forschungen und Entdeckungen mit dem siderischen Pendel. Leipzig: Gebauer 1937."
"70706";"2";"14";"Marie";"Bonaparte";"Aus der Analyse einer mutterlosen Tochter";"Internat. psychoanalyt. Verl.";"Wien";"1931";"";"";"";"";"Bonaparte, Marie: Aus der Analyse einer mutterlosen Tochter. Wien: Internat. psychoanalyt. Verl. 1931."
"70707";"2";"14";"P.";"Bonaventura";"Vom Hotel ins Kloster";"Kanisiuswerk";"Freiburg/Schweiz";"1933";"";"";"";"";"Bonaventura, P.: Vom Hotel ins Kloster. Freiburg/Schweiz: Kanisiuswerk 1933."
"70708";"2";"14";"Harry Winfield";"Bondegger";"Der Weg zum finanziellen Erfolg";"Rudolph";"Dresden";"1928";"";"";"";"";"Bondegger, Harry Winfield: Der Weg zum finanziellen Erfolg. Dresden: Rudolph 1928."
"70709";"2";"14";"Hans";"Bongardt";"Ein großer Prinz aus kleiner Zeit";"Hachmeister & Thal";"Leipzig";"1923";"";"";"";"";"Bongardt, Hans: Ein großer Prinz aus kleiner Zeit. Leipzig: Hachmeister & Thal 1923."
"70710";"2";"14";"Georg";"Bonne";"Im Kampf gegen das Chaos";"Reinhardt";"München";"1931";"";"";"";"";"Bonne, Georg: Im Kampf gegen das Chaos. München: Reinhardt 1931."
"70711";"1";"14";"Josephe Ch.";"Bonnier";"Spanien";"Ed. Prométhée";"Strassburg";"1937";"";"";"";"";"Bonnier, Josephe Ch.: Spanien. Strassburg: Ed. Prométhée 1937."
"70712";"2";"14";"Julian";"Borchardt";"Sämtliche Schriften";"";"";"";"";"";"";"";"Borchardt, Julian: Sämtliche Schriften."
"70713";"2";"14";"Karl Friedrich";"Borée";"Quartier an der Mosel";"Rütten & Loening";"Frankfurt";"1936";"";"";"";"";"Borée, Karl Friedrich: Quartier an der Mosel. Frankfurt: Rütten & Loening 1936."
"70714";"2";"14";"Giuseppe Antonio";"Borgese";"Der Marsch des Faschismus";"A. de Lange";"Amsterdam";"1938";"";"";"";"";"Borgese, Giuseppe Antonio: Der Marsch des Faschismus. Amsterdam: A. de Lange 1938."
"70715";"1";"14";"Georg";"Born";"Tagebuch des SA.-Mannes Willy Schröder";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";"";"";"";"";"Born, Georg: Tagebuch des SA.-Mannes Willy Schröder. Moskau: Verlagsgen. ausländ. Arbeiter 1936."
"70716";"2";"14";"Ferdinand";"Bornemann";"Ein Grenzbierfest";"Klugkist";"Hann.-Münden";"1935";"";"";"";"";"Bornemann, Ferdinand: Ein Grenzbierfest. Hann.-Münden 1935: Klugkist."
"70717";"2";"14";"Josef";"Bornstein";"Der Fall Jorns u. das Reichsgericht";"Tagebuch-Verl.";"Berlin";"1930";"";"";"";"";"Bornstein, Josef: Der Fall Jorns u. das Reichsgericht. Berlin: Tagebuch-Verl. 1930."
"70718";"2";"14";"Ber";"Borochow";"Sozialismus u. Zionismus";"Verl. Zukunft";"Wien";"1932";"";"";"";"";"Borochow, Ber: Sozialismus u. Zionismus. Wien: Verl. Zukunft 1932."
"70719";"1";"14";"L. F.";"Boros";"Reise durch 100 Kollektivwirtschaften";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1934";"";"";"";"";"Boros, L. F.: Reise durch 100 Kollektivwirtschaften. Moskau: Verlagsgen. ausländ. Arbeiter 1934."
"70720";"1";"14";"L. F.";"Boros";"Reise zu Stachanow";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";"";"";"";"";"Boros, L. F.: Reise zu Stachanow. Moskau: Verlagsgen. ausländ. Arbeiter 1936."
"70721";"2";"14";"";"Bosch-Fidus";"Sserbowka";"Maschize Sserbska";"Cottbus";"1927";"";"";"";"";"Bosch-Fidus: Sserbowka. Cottbus: Maschize Sserbska 1927."
"70722";"1";"14";"C. Az.";"Bottema";"Hitler";"Uitg.-Mij. Adr. Vlacq";"Hervormer of misdadiger? Amsterdam";"1933";"";"";"";"";"Bottema, C. Az.: Hitler. Hervormer of misdadiger? Amsterdam: Uitg.-Mij. Adr. Vlacq 1933."
"70723";"1";"14";"Phyllis";"Bottome";"The mortal storm";"Penguin Books";"London";"1938";"Little, Brown & Co.";"Boston";"1938";"";"Bottome, Phyllis: The mortal storm. London: Penguin Books 1938. — Boston: Little, Brown & Co. 1938."
"70724";"2";"14";"L. B.";"Boudin";"Das theoretische System von Karl Marx";"Dietz";"Stuttgart";"1909";"";"";"";"";"Boudin, L. B.: Das theoretische System von Karl Marx. Stuttgart: Dietz 1909."
"70725";"1";"14";"Paul";"Bousfield";"Die moderne Frau";"Orell Füssli";"Zürich";"1926";"";"";"";"";"Bousfield, Paul: Die moderne Frau. Zürich: Orell Füssli 1926."
"70726";"2";"16";"Alfred";"Braun";"Der rote General Max Hölz";"Nicola Totalowitsch";"Prag";"1921";"";"";"";"";"Braun, Alfred: Der rote General Max Hölz. Prag: Nicola Totalowitsch 1921."
"70727";"2";"16";"Heinz";"Braun";"Am Justizmord vorbei";"Pfannkuch";"Magdeburg";"1928";"";"";"";"";"Braun, Heinz: Am Justizmord vorbei. Magdeburg: Pfannkuch 1928."
"70728";"2";"0";"Lily";"Braun";"Frauenfrage und Sozialdemokratie";"";"Berlin";"1896";"";"";"";"";"Braun, Lily: Frauenfrage und Sozialdemokratie. Berlin 1896."
"70729";"2";"16";"Lily";"Braun";"Die Liebesbriefe der Marquise";"Langen";"München";"1912";"";"";"";"";"Braun, Lily: Die Liebesbriefe der Marquise. München: Langen 1912."
"70730";"2";"16";"Lily";"Braun";"Memoiren einer Sozialistin";"Langen";"München";"1920";"";"";"";"";"Braun, Lily: Memoiren einer Sozialistin. München: Langen 1920."
"70731";"2";"16";"Otto";"Braun";"Sämtliche Schriften";"";"";"";"";"";"";"";"Braun, Otto: Sämtliche Schriften."
"70732";"2";"16";"";"";"Braunbuch, Das ~. Hakenkreuz gegen Österreich";"Staatsdruckerei";"Wien";"1933";"";"";"";"";"Braunbuch, Das ~. Hakenkreuz gegen Österreich. Wien: Staatsdruckerei 1933."
"70733";"1";"16";"";"";"Braunbuch über Reichstagsbrand und Hitler-Terror";"Ed. du Carrefour";"Paris";"1933";"";"";"";"";"Braunbuch über Reichstagsbrand und Hitler-Terror. Paris: Ed. du Carrefour 1933."
"70734";"1";"16";"";"";"Braunbuch II. Dimitroff contra Goering";"Ed. du Garrefour";"Paris";"1934";"";"";"";"";"Braunbuch II. Dimitroff contra Goering. Paris: Ed. du Garrefour 1934."
"70735";"1";"16";"Rudolf";"Braune";"Junge Leute in der Stadt";"Agis-Verl.";"Wien";"1932";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1935";"";"Braune, Rudolf: Junge Leute in der Stadt. Wien: Agis-Verl. 1932. — Moskau: Verlagsgen. ausländ. Arbeiter 1935."
"70736";"2";"16";"Rudolf";"Braune";"Das Mädchen an der Orga-Privat";"Societäts-Verl.";"Frankfurt";"1930";"";"";"";"";"Braune, Rudolf: Das Mädchen an der Orga-Privat. Frankfurt: Societäts-Verl. 1930."
"70737";"2";"16";"Walter";"Brauns";"Dem Freien die Welt";"Laurer";"Egestorf";"1927";"";"";"";"";"Brauns, Walter: Dem Freien die Welt. Egestorf: Laurer 1927."
"70738";"2";"16";"Alfred";"Braunthal";"Sämtliche Schriften";"";"";"";"";"";"";"";"Braunthal, Alfred: Sämtliche Schriften."
"70739";"2";"16";"";"";"Braut, Eine männliche ~. Aufzeichnungen eines Homosexuellen";"Bartels. o. J";"Berlin";"";"";"";"";"";"Braut, Eine männliche ~. Aufzeichnungen eines Homosexuellen. Berlin: Bartels. o. J."
"70740";"2";"16";"";"";"Brautehe, Die ~ und ihre Liebeslehre";"E. Fischer";"Leipzig";"1926";"";"";"";"";"Brautehe, Die ~ und ihre Liebeslehre. Leipzig: E. Fischer 1926."
"70741";"2";"16";"Bertold";"Brecht";"Sämtliche Schriften";"";"";"";"";"";"";"";"Brecht, Bertold: Sämtliche Schriften."
"70742";"2";"16";"Willi";"Bredel";"Sämtliche Schriften";"";"";"";"";"";"";"";"Bredel, Willi: Sämtliche Schriften."
"70743";"2";"16";"Klaus";"Bredow";"Hitler rast. Der 30. Juni";"Volksstimme";"Saarbrücken";"1934";"";"";"";"";"Bredow, Klaus: Hitler rast. Der 30. Juni. Saarbrücken: Volksstimme 1934."
"70744";"2";"16";"Richard";"Bredow";"Brevier der guten Lebensart und des gewandten Benehmens";"Vollmer";"Münster";"1929";"";"";"";"";"Bredow, Richard: Brevier der guten Lebensart und des gewandten Benehmens. Münster: Vollmer 1929."
"70745";"2";"16";"Artur";"Brehmer";"Gesammelte Werke";"Verl. d. Roten Bücher";"Steyr";"1923";"";"";"";"";"Brehmer, Artur: Gesammelte Werke. Steyr: Verl. d. Roten Bücher 1923."
"70746";"2";"16";"Ernst";"Breit";"Der Junge im Landjahr";"Bercker";"Kevelaer";"1935";"";"";"";"";"Breit, Ernst: Der Junge im Landjahr. Kevelaer: Bercker 1935."
"70747";"2";"16";"Ernst";"Breit";"Das Jungmädel im Arbeitsdienst";"Bercker";"Kevelaer";"1935";"";"";"";"";"Breit, Ernst: Das Jungmädel im Arbeitsdienst. Kevelaer: Bercker 1935."
"70748";"2";"16";"Ernst";"Breit";"Der Jungmann im Arbeitsdienst";"Bercker";"Kevelaer";"1935";"";"";"";"";"Breit, Ernst: Der Jungmann im Arbeitsdienst. Kevelaer: Bercker 1935."
"70749";"2";"16";"Ernst";"Breit";"Das Mädchen im Landjahr";"Bercker";"Kevelaer";"1935";"";"";"";"";"Breit, Ernst: Das Mädchen im Landjahr. Kevelaer: Bercker 1935."
"70750";"2";"16";"Josef";"Breitbach";"Rot gegen Rot";"Dt. Verlagsanst.";"Stuttgart";"1929";"";"";"";"";"Breitbach, Josef: Rot gegen Rot. Stuttgart: Dt. Verlagsanst. 1929."
"70751";"2";"16";"Josef";"Breitbach";"Die Wandlung der Susanne Dasseldorf";"Kiepenheuer";"Berlin";"1933";"";"";"";"";"Breitbach, Josef: Die Wandlung der Susanne Dasseldorf. Berlin: Kiepenheuer 1933."
"70752";"2";"16";"Desiderius";"Breitenstein";"Begegnung von Kirche u. Welt";"Borgmeyer";"Hildesheim";"1936";"";"";"";"";"Breitenstein, Desiderius: Begegnung von Kirche u. Welt. Hildesheim: Borgmeyer 1936."
"70753";"2";"16";"Rudolf";"Breitscheid";"Sämtliche Schriften";"";"";"";"";"";"";"";"Breitscheid, Rudolf: Sämtliche Schriften."
"70754";"2";"16";"Emil";"Brenner";"Der deutsche Aufsatz";"Leimer";"Wels";"1935/36";"";"";"";"";"Brenner, Emil: Der deutsche Aufsatz. Wels: Leimer 1935/36."
"70755";"1";"16";"Paul Ad.";"Brenner";"Juditli";"Oprecht & Helbling";"Zürich";"1933";"";"";"";"";"Brenner, Paul Ad.: Juditli. Zürich: Oprecht & Helbling 1933."
"70756";"1";"16";"Paul Ad.";"Brenner";"Zwischen Traum und Zeit";"Oprecht";"Zürich";"1938";"";"";"";"";"Brenner, Paul Ad.: Zwischen Traum und Zeit. Zürich: Oprecht 1938."
"70757";"2";"16";"Hans";"Brennerburg";"Vererbung erhöhter Intelligenz auf die werdende neue Generation";"Volks-Verl.";"Berlin";"1933";"";"";"";"";"Brennerburg, Hans: Vererbung erhöhter Intelligenz auf die werdende neue Generation. Berlin: Volks-Verl. 1933."
"70758";"2";"18";"William Montgomery";"Brown";"Kommunismus und Christentum";"Agis-Verl.";"Wien";"1924";"";"";"";"";"Brown, William Montgomery: Kommunismus und Christentum. Wien: Agis-Verl. 1924."
"70759";"1";"18";"";"";"Brown-book of the Hitler Terror and the burning of the Reichstag";"Gollancz";"London";"1933";"";"";"";"";"Brown-book of the Hitler Terror and the burning of the Reichstag. London: Gollancz 1933."
"70760";"1";"18";"";"";"Brueder in Not? Sowjetdeutsche Berichte";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1933";"";"";"";"";"Brueder in Not? Sowjetdeutsche Berichte. Moskau: Verlagsgen. ausländ. Arbeiter 1933."
"70761";"2";"18";"Fritz";"Bruegel";"Sämtliche Schriften";"";"";"";"";"";"";"";"Bruegel, Fritz: Sämtliche Schriften."
"70762";"2";"18";"Fritz u. Benedikt Kautsky";"Bruegel";"Der deutsche Sozialismus von L. Gall bis K. Marx";"Hess & Co.";"Wien";"1931";"";"";"";"";"Bruegel, Fritz u. Benedikt Kautsky: Der deutsche Sozialismus von L. Gall bis K. Marx. Wien: Hess & Co. 1931."
"70763";"2";"18";"Ludwig";"Bruegel";"Geschichte der österreichischen Sozialdemokratie";"Wiener Volksbuchh.";"Wien";"1922/25";"";"";"";"";"Bruegel, Ludwig: Geschichte der österreichischen Sozialdemokratie. Wien: Wiener Volksbuchh. 1922/25."
"70764";"2";"18";"Max A. R.";"Bruenner";"Der Backfisch";"Parthenon-Verl.";"Leipzig";"1928";"";"";"";"";"Bruenner, Max A. R.: Der Backfisch. Leipzig: Parthenon-Verl. 1928."
"70765";"1";"18";"Cornelius J. A. van";"Bruggen";"Das Reich Gottes in Sibirien";"Rascher";"Zürich";"1919";"";"";"";"";"Bruggen, Cornelius J. A. van: Das Reich Gottes in Sibirien. Zürich: Rascher 1919."
"70766";"2";"18";"Julius";"Bruhns";"Es klingt im Sturm ein altes Lied";"Dietz";"Stuttgart";"1921";"";"";"";"";"Bruhns, Julius: Es klingt im Sturm ein altes Lied. Stuttgart: Dietz 1921."
"70767";"1";"18";"";"";"Bruinboek van de Hitler-terreur en den Rijksdagbrand";"Scheltens & Giltay";"Amsterdam";"1933";"";"";"";"";"Bruinboek van de Hitler-terreur en den Rijksdagbrand. Amsterdam: Scheltens & Giltay 1933."
